timestamp,type,domain,title,category,productivity_score,duration_seconds,ai_category,ai_reasoning
1780425332136,SESSION_END,youtube.com,YouTube,Video / Streaming,10,31,Video / Streaming,heuristic
1780425332136,SESSION_END,youtube.com,YouTube,Video / Streaming,10,31,Video / Streaming,heuristic
1780425363900,LIVE_SNAPSHOT,localhost,Cognitive-Aware Learning Tutor,Browsing,30,4,Browsing,heuristic
1780425368616,BEHAVIORAL_UPDATE,localhost,Cognitive-Aware Learning Tutor,,,,Unclassified,Local LLM unavailable — heuristic used
1780425370234,BEHAVIORAL_UPDATE,youtube.com,A Humanoid Robot Almost Outworked a Human For 10 Hours Straight🤯 - YouTube,,,,Unclassified,Local LLM unavailable — heuristic used
1780425363900,SESSION_END,localhost,Cognitive-Aware Learning Tutor,Browsing,30,12,Browsing,heuristic
1780425376130,SESSION_END,localhost,Cognitive-Aware Learning Tutor,Browsing,30,3,Browsing,heuristic
1780425379197,SESSION_END,localhost,Cognitive-Aware Learning Tutor,Browsing,30,4,Browsing,heuristic
1780425393627,BEHAVIORAL_UPDATE,localhost,Cognitive-Aware Learning Tutor,,,,Unclassified,Local LLM unavailable — heuristic used
1780425383472,LIVE_SNAPSHOT,localhost,Cognitive-Aware Learning Tutor,Browsing,30,14,Browsing,heuristic
1780425400234,BEHAVIORAL_UPDATE,youtube.com,A Humanoid Robot Almost Outworked a Human For 10 Hours Straight🤯 - YouTube,,,,Unclassified,Local LLM unavailable — heuristic used
1780425383472,SESSION_END,localhost,Cognitive-Aware Learning Tutor,Browsing,30,18,Browsing,heuristic
1780425414688,BEHAVIORAL_UPDATE,stitch.withgoogle.com,Stitch - Design with AI,,,,Unclassified,heuristic
1780425414688,BEHAVIORAL_UPDATE,localhost,Cognitive-Aware Learning Tutor,,,,Unclassified,heuristic
1780425414688,BEHAVIORAL_UPDATE,bing.com,gen ai website design - Search,,,,Unclassified,Local LLM unavailable — heuristic used
1780425414699,BEHAVIORAL_UPDATE,youtube.com,The Worst Phone Launch Of 2026! - YouTube,,,,Unclassified,Local LLM unavailable — heuristic used
1780425423674,BEHAVIORAL_UPDATE,localhost,Cognitive-Aware Learning Tutor,,,,Unclassified,Local LLM unavailable — heuristic used
1780425404207,LIVE_SNAPSHOT,youtube.com,A Humanoid Robot Almost Outworked a Human For 10 Hours Straight🤯 - YouTube,Video / Streaming,10,23,Video / Streaming,heuristic
1780425430234,BEHAVIORAL_UPDATE,youtube.com,#hoyoverse - YouTube,,,,Unclassified,Local LLM unavailable — heuristic used
1780425453683,BEHAVIORAL_UPDATE,localhost,Cognitive-Aware Learning Tutor,,,,Unclassified,Local LLM unavailable — heuristic used
1780425404207,LIVE_SNAPSHOT,youtube.com,A Humanoid Robot Almost Outworked a Human For 10 Hours Straight🤯 - YouTube,Video / Streaming,10,53,Video / Streaming,heuristic
1780425460233,BEHAVIORAL_UPDATE,youtube.com,#hoyoverse - YouTube,,,,Unclassified,Local LLM unavailable — heuristic used
1780425404207,SESSION_END,youtube.com,A Humanoid Robot Almost Outworked a Human For 10 Hours Straight🤯 - YouTube,Video / Streaming,10,62,Video / Streaming,heuristic
1780425474677,BEHAVIORAL_UPDATE,stitch.withgoogle.com,Stitch - Design with AI,,,,Unclassified,heuristic
1780425474677,BEHAVIORAL_UPDATE,localhost,Cognitive-Aware Learning Tutor,,,,Unclassified,heuristic
1780425474678,BEHAVIORAL_UPDATE,bing.com,gen ai website design - Search,,,,Unclassified,Local LLM unavailable — heuristic used
1780425474872,BEHAVIORAL_UPDATE,youtube.com,The Worst Phone Launch Of 2026! - YouTube,,,,Unclassified,Local LLM unavailable — heuristic used
1780425483677,BEHAVIORAL_UPDATE,localhost,Cognitive-Aware Learning Tutor,,,,Unclassified,Local LLM unavailable — heuristic used
1780425466376,LIVE_SNAPSHOT,youtube.com,#hoyoverse - YouTube,Video / Streaming,10,21,Video / Streaming,heuristic
1780425490234,BEHAVIORAL_UPDATE,youtube.com,Tom Cruise As Reacher 🔥 | Jack Reacher | Song - Funk Abnormal (Slowed) #edit #shorts - YouTube,,,,Unclassified,Local LLM unavailable — heuristic used
1780425513686,BEHAVIORAL_UPDATE,localhost,Cognitive-Aware Learning Tutor,,,,Unclassified,Local LLM unavailable — heuristic used
1780425466376,LIVE_SNAPSHOT,youtube.com,#hoyoverse - YouTube,Video / Streaming,10,51,Video / Streaming,heuristic
1780425520234,BEHAVIORAL_UPDATE,youtube.com,Tom Cruise As Reacher 🔥 | Jack Reacher | Song - Funk Abnormal (Slowed) #edit #shorts - YouTube,,,,Unclassified,Local LLM unavailable — heuristic used
1780425466376,SESSION_END,youtube.com,#hoyoverse - YouTube,Video / Streaming,10,57,Video / Streaming,heuristic
1780425524056,SESSION_END,youtube.com,Tom Cruise As Reacher 🔥 | Jack Reacher | Song - Funk Abnormal (Slowed) #edit #shorts - YouTube,Video / Streaming,10,3,Video / Streaming,heuristic
1780425528825,SESSION_END,youtube.com,ragebaiting my cats with a tungsten cube - YouTube,Video / Streaming,10,4,Video / Streaming,heuristic
1780425534675,BEHAVIORAL_UPDATE,stitch.withgoogle.com,Stitch - Design with AI,,,,Unclassified,heuristic
1780425534675,BEHAVIORAL_UPDATE,localhost,Cognitive-Aware Learning Tutor,,,,Unclassified,heuristic
1780425534676,BEHAVIORAL_UPDATE,bing.com,gen ai website design - Search,,,,Unclassified,Local LLM unavailable — heuristic used
1780425534685,BEHAVIORAL_UPDATE,youtube.com,The Worst Phone Launch Of 2026! - YouTube,,,,Unclassified,Local LLM unavailable — heuristic used
1780425543673,BEHAVIORAL_UPDATE,localhost,Cognitive-Aware Learning Tutor,,,,Unclassified,Local LLM unavailable — heuristic used
1780425533196,LIVE_SNAPSHOT,youtube.com,waiting every week for this 🫠 #shorts #viral #anime #opfan #luffy #edit #hancock #hanuman - YouTube,Video / Streaming,10,14,Video / Streaming,heuristic
1780425550234,BEHAVIORAL_UPDATE,youtube.com,Year 1 vs Year 14 Employee - YouTube,,,,Unclassified,Local LLM unavailable — heuristic used
1780425533196,SESSION_END,youtube.com,waiting every week for this 🫠 #shorts #viral #anime #opfan #luffy #edit #hancock #hanuman - YouTube,Video / Streaming,10,39,Video / Streaming,heuristic
1780425572218,LIVE_SNAPSHOT,youtube.com,Year 1 vs Year 14 Employee - YouTube,Video / Streaming,10,5,Video / Streaming,heuristic
1780425580234,BEHAVIORAL_UPDATE,youtube.com,Can 1 Vape = 12 Packs of Cigarettes?? Here’s How! - YouTube,,,,Unclassified,Local LLM unavailable — heuristic used
1780425594675,BEHAVIORAL_UPDATE,stitch.withgoogle.com,Stitch - Design with AI,,,,Unclassified,heuristic
1780425594676,BEHAVIORAL_UPDATE,localhost,Cognitive-Aware Learning Tutor,,,,Unclassified,heuristic
1780425594677,BEHAVIORAL_UPDATE,bing.com,gen ai website design - Search,,,,Unclassified,Local LLM unavailable — heuristic used
1780425594763,BEHAVIORAL_UPDATE,localhost,Cognitive-Aware Learning Tutor,,,,Unclassified,Local LLM unavailable — heuristic used
1780425594827,BEHAVIORAL_UPDATE,youtube.com,The Worst Phone Launch Of 2026! - YouTube,,,,Unclassified,Local LLM unavailable — heuristic used
1780425572218,LIVE_SNAPSHOT,youtube.com,Year 1 vs Year 14 Employee - YouTube,Video / Streaming,10,35,Video / Streaming,heuristic
1780425610233,BEHAVIORAL_UPDATE,youtube.com,Can 1 Vape = 12 Packs of Cigarettes?? Here’s How! - YouTube,,,,Unclassified,Local LLM unavailable — heuristic used
1780425572218,SESSION_END,youtube.com,Year 1 vs Year 14 Employee - YouTube,Video / Streaming,10,59,Video / Streaming,heuristic
1780425632510,SESSION_END,youtube.com,Can 1 Vape = 12 Packs of Cigarettes?? Here’s How! - YouTube,Video / Streaming,10,2,Video / Streaming,heuristic
1780425634812,LIVE_SNAPSHOT,youtube.com,Andrew Garfield Aura !!!!!! #shorts #andrewgarfield #movie - YouTube,Video / Streaming,10,3,Video / Streaming,heuristic
1780425640234,BEHAVIORAL_UPDATE,youtube.com,#hoyoverse - YouTube,,,,Unclassified,Local LLM unavailable — heuristic used
1780425654676,BEHAVIORAL_UPDATE,stitch.withgoogle.com,Stitch - Design with AI,,,,Unclassified,heuristic
1780425654676,BEHAVIORAL_UPDATE,localhost,Cognitive-Aware Learning Tutor,,,,Unclassified,heuristic
1780425654676,BEHAVIORAL_UPDATE,bing.com,gen ai website design - Search,,,,Unclassified,Local LLM unavailable — heuristic used
1780425654778,BEHAVIORAL_UPDATE,youtube.com,The Worst Phone Launch Of 2026! - YouTube,,,,Unclassified,Local LLM unavailable — heuristic used
1780425654779,BEHAVIORAL_UPDATE,localhost,Cognitive-Aware Learning Tutor,,,,Unclassified,Local LLM unavailable — heuristic used
1780425634812,SESSION_END,youtube.com,Andrew Garfield Aura !!!!!! #shorts #andrewgarfield #movie - YouTube,Video / Streaming,10,25,Video / Streaming,heuristic
1780425660330,LIVE_SNAPSHOT,youtube.com,#hoyoverse - YouTube,Video / Streaming,10,7,Video / Streaming,heuristic
1780425670234,BEHAVIORAL_UPDATE,youtube.com,He Is Smart 🔥 | A Million Ways to Die in the West | Song - Heavenly Jumpstyle (Slowed) #edit #shorts - YouTube,,,,Unclassified,Local LLM unavailable — heuristic used
1780425660330,SESSION_END,youtube.com,#hoyoverse - YouTube,Video / Streaming,10,18,Video / Streaming,heuristic
1780425678391,BEHAVIORAL_UPDATE,localhost,Cognitive-Aware Learning Tutor,,,,Unclassified,Local LLM unavailable — heuristic used
1780425693618,BEHAVIORAL_UPDATE,localhost,Cognitive-Aware Learning Tutor,,,,Unclassified,Local LLM unavailable — heuristic used
1780425678401,LIVE_SNAPSHOT,localhost,Cognitive-Aware Learning Tutor,Browsing,30,19,Browsing,heuristic
1780425700235,BEHAVIORAL_UPDATE,youtube.com,He Is Smart 🔥 | A Million Ways to Die in the West | Song - Heavenly Jumpstyle (Slowed) #edit #shorts - YouTube,,,,Unclassified,Local LLM unavailable — heuristic used
1780425714680,BEHAVIORAL_UPDATE,localhost,Cognitive-Aware Learning Tutor,,,,Unclassified,heuristic
1780425714680,BEHAVIORAL_UPDATE,stitch.withgoogle.com,Stitch - Design with AI,,,,Unclassified,heuristic
1780425714681,BEHAVIORAL_UPDATE,bing.com,gen ai website design - Search,,,,Unclassified,Local LLM unavailable — heuristic used
1780425714863,BEHAVIORAL_UPDATE,youtube.com,The Worst Phone Launch Of 2026! - YouTube,,,,Unclassified,Local LLM unavailable — heuristic used
1780425723618,BEHAVIORAL_UPDATE,localhost,Cognitive-Aware Learning Tutor,,,,Unclassified,Local LLM unavailable — heuristic used
1780425678401,LIVE_SNAPSHOT,localhost,Cognitive-Aware Learning Tutor,Browsing,30,49,Browsing,heuristic
1780425730247,BEHAVIORAL_UPDATE,youtube.com,"""Oh, my me!"" When Lucifer literally becomes GOD.｜Lucifer #shorts #shortvideo #short #foryou - YouTube",,,,Unclassified,Local LLM unavailable — heuristic used
1780425753681,BEHAVIORAL_UPDATE,localhost,Cognitive-Aware Learning Tutor,,,,Unclassified,Local LLM unavailable — heuristic used
1780425730162,LIVE_SNAPSHOT,youtube.com,He Is Smart 🔥 | A Million Ways to Die in the West | Song - Heavenly Jumpstyle (Slowed) #edit #shorts - YouTube,Video / Streaming,10,27,Video / Streaming,heuristic
1780425760234,BEHAVIORAL_UPDATE,youtube.com,"""Oh, my me!"" When Lucifer literally becomes GOD.｜Lucifer #shorts #shortvideo #short #foryou - YouTube",,,,Unclassified,Local LLM unavailable — heuristic used
1780425774685,BEHAVIORAL_UPDATE,stitch.withgoogle.com,Stitch - Design with AI,,,,Unclassified,heuristic
1780425774686,BEHAVIORAL_UPDATE,localhost,Cognitive-Aware Learning Tutor,,,,Unclassified,heuristic
1780425774687,BEHAVIORAL_UPDATE,bing.com,gen ai website design - Search,,,,Unclassified,Local LLM unavailable — heuristic used
1780425774798,BEHAVIORAL_UPDATE,youtube.com,The Worst Phone Launch Of 2026! - YouTube,,,,Unclassified,Local LLM unavailable — heuristic used
1780425783685,BEHAVIORAL_UPDATE,localhost,Cognitive-Aware Learning Tutor,,,,Unclassified,Local LLM unavailable — heuristic used
1780425730162,LIVE_SNAPSHOT,youtube.com,He Is Smart 🔥 | A Million Ways to Die in the West | Song - Heavenly Jumpstyle (Slowed) #edit #shorts - YouTube,Video / Streaming,10,57,Video / Streaming,heuristic
1780425790234,BEHAVIORAL_UPDATE,youtube.com,"""Oh, my me!"" When Lucifer literally becomes GOD.｜Lucifer #shorts #shortvideo #short #foryou - YouTube",,,,Unclassified,Local LLM unavailable — heuristic used
1780425730162,SESSION_END,youtube.com,He Is Smart 🔥 | A Million Ways to Die in the West | Song - Heavenly Jumpstyle (Slowed) #edit #shorts - YouTube,Video / Streaming,10,82,Video / Streaming,heuristic
1780425812878,LIVE_SNAPSHOT,youtube.com,"""Oh, my me!"" When Lucifer literally becomes GOD.｜Lucifer #shorts #shortvideo #short #foryou - YouTube",Video / Streaming,10,5,Video / Streaming,heuristic
1780425820234,BEHAVIORAL_UPDATE,youtube.com,First oil change ever! #goat #obs #oilchange #mechanic #automobile - YouTube,,,,Unclassified,Local LLM unavailable — heuristic used
1780425834687,BEHAVIORAL_UPDATE,stitch.withgoogle.com,Stitch - Design with AI,,,,Unclassified,heuristic
1780425834687,BEHAVIORAL_UPDATE,localhost,Cognitive-Aware Learning Tutor,,,,Unclassified,heuristic
1780425834687,BEHAVIORAL_UPDATE,bing.com,gen ai website design - Search,,,,Unclassified,Local LLM unavailable — heuristic used
1780425834792,BEHAVIORAL_UPDATE,localhost,Cognitive-Aware Learning Tutor,,,,Unclassified,Local LLM unavailable — heuristic used
1780425834864,BEHAVIORAL_UPDATE,youtube.com,The Worst Phone Launch Of 2026! - YouTube,,,,Unclassified,Local LLM unavailable — heuristic used
1780425812878,LIVE_SNAPSHOT,youtube.com,"""Oh, my me!"" When Lucifer literally becomes GOD.｜Lucifer #shorts #shortvideo #short #foryou - YouTube",Video / Streaming,10,35,Video / Streaming,heuristic
1780425850234,BEHAVIORAL_UPDATE,youtube.com,First oil change ever! #goat #obs #oilchange #mechanic #automobile - YouTube,,,,Unclassified,Local LLM unavailable — heuristic used
1780425812878,SESSION_END,youtube.com,"""Oh, my me!"" When Lucifer literally becomes GOD.｜Lucifer #shorts #shortvideo #short #foryou - YouTube",Video / Streaming,10,48,Video / Streaming,heuristic
1780425860725,LIVE_SNAPSHOT,youtube.com,First oil change ever! #goat #obs #oilchange #mechanic #automobile - YouTube,Video / Streaming,10,17,Video / Streaming,heuristic
1780425880235,BEHAVIORAL_UPDATE,youtube.com,NO ESCAPE FOR OWGWEN 😌 #MOBA55Creator #MOBA55ALLSTAR #MOBA5V5 - YouTube,,,,Unclassified,Local LLM unavailable — heuristic used
1780425860725,SESSION_END,youtube.com,First oil change ever! #goat #obs #oilchange #mechanic #automobile - YouTube,Video / Streaming,10,28,Video / Streaming,heuristic
1780425894686,BEHAVIORAL_UPDATE,stitch.withgoogle.com,Stitch - Design with AI,,,,Unclassified,heuristic
1780425894687,BEHAVIORAL_UPDATE,localhost,Cognitive-Aware Learning Tutor,,,,Unclassified,heuristic
1780425894687,BEHAVIORAL_UPDATE,bing.com,gen ai website design - Search,,,,Unclassified,Local LLM unavailable — heuristic used
1780425894697,BEHAVIORAL_UPDATE,youtube.com,The Worst Phone Launch Of 2026! - YouTube,,,,Unclassified,Local LLM unavailable — heuristic used
1780425894797,BEHAVIORAL_UPDATE,localhost,Cognitive-Aware Learning Tutor,,,,Unclassified,Local LLM unavailable — heuristic used
1780425889444,SESSION_END,youtube.com,NO ESCAPE FOR OWGWEN 😌 #MOBA55Creator #MOBA55ALLSTAR #MOBA5V5 - YouTube,Video / Streaming,10,7,Video / Streaming,heuristic
1780425896469,LIVE_SNAPSHOT,youtube.com,Tiramisu Overnight Oats | Try It Or Trash It @balancewithnu - YouTube,Video / Streaming,10,11,Video / Streaming,heuristic
1780425910235,BEHAVIORAL_UPDATE,youtube.com,Best Teacher Ever! - YouTube,,,,Unclassified,Local LLM unavailable — heuristic used
1780425896469,LIVE_SNAPSHOT,youtube.com,Tiramisu Overnight Oats | Try It Or Trash It @balancewithnu - YouTube,Video / Streaming,10,41,Video / Streaming,heuristic
1780425940234,BEHAVIORAL_UPDATE,youtube.com,Best Teacher Ever! - YouTube,,,,Unclassified,Local LLM unavailable — heuristic used
1780425896469,SESSION_END,youtube.com,Tiramisu Overnight Oats | Try It Or Trash It @balancewithnu - YouTube,Video / Streaming,10,57,Video / Streaming,heuristic
1780425954685,BEHAVIORAL_UPDATE,stitch.withgoogle.com,Stitch - Design with AI,,,,Unclassified,heuristic
1780425954686,BEHAVIORAL_UPDATE,localhost,Cognitive-Aware Learning Tutor,,,,Unclassified,heuristic
1780425954687,BEHAVIORAL_UPDATE,bing.com,gen ai website design - Search,,,,Unclassified,Local LLM unavailable — heuristic used
1780425954783,BEHAVIORAL_UPDATE,localhost,Cognitive-Aware Learning Tutor,,,,Unclassified,Local LLM unavailable — heuristic used
1780425954854,BEHAVIORAL_UPDATE,youtube.com,The Worst Phone Launch Of 2026! - YouTube,,,,Unclassified,Local LLM unavailable — heuristic used
1780425953463,LIVE_SNAPSHOT,youtube.com,Best Teacher Ever! - YouTube,Video / Streaming,10,14,Video / Streaming,heuristic
1780425970235,BEHAVIORAL_UPDATE,youtube.com,Is S7 Barry smarter than S4 Thinker? #theflash #shorts - YouTube,,,,Unclassified,Local LLM unavailable — heuristic used
1780425953463,SESSION_END,youtube.com,Best Teacher Ever! - YouTube,Video / Streaming,10,25,Video / Streaming,heuristic
1780425978983,SESSION_END,youtube.com,Is S7 Barry smarter than S4 Thinker? #theflash #shorts - YouTube,Video / Streaming,10,5,Video / Streaming,heuristic
1780425983832,SESSION_END,youtube.com,MOBA HERO GUIDE - Harley Guide #mobilelegends #mlbbheroes #mlbb #mobalegends5v5 #harley #viralshort - YouTube,Video / Streaming,10,3,Video / Streaming,heuristic
1780425996187,LIVE_SNAPSHOT,youtube.com,"June 2, 2026 - YouTube",Video / Streaming,10,1,Video / Streaming,heuristic
1780426000234,BEHAVIORAL_UPDATE,youtube.com,"""HE IS LIKE HOUDINI"" | Mr. & Mrs. Smith | Heavenly Jumpstyle (Slowed) #edit #shorts - YouTube",,,,Unclassified,Local LLM unavailable — heuristic used
1780426014677,BEHAVIORAL_UPDATE,localhost,Cognitive-Aware Learning Tutor,,,,Unclassified,heuristic
1780426014677,BEHAVIORAL_UPDATE,stitch.withgoogle.com,Stitch - Design with AI,,,,Unclassified,heuristic
1780426014678,BEHAVIORAL_UPDATE,bing.com,gen ai website design - Search,,,,Unclassified,Local LLM unavailable — heuristic used
1780426014686,BEHAVIORAL_UPDATE,youtube.com,The Worst Phone Launch Of 2026! - YouTube,,,,Unclassified,Local LLM unavailable — heuristic used
1780426014768,BEHAVIORAL_UPDATE,localhost,Cognitive-Aware Learning Tutor,,,,Unclassified,Local LLM unavailable — heuristic used
1780425996187,SESSION_END,youtube.com,"June 2, 2026 - YouTube",Video / Streaming,10,28,Video / Streaming,heuristic
1780426024046,LIVE_SNAPSHOT,youtube.com,"""HE IS LIKE HOUDINI"" | Mr. & Mrs. Smith | Heavenly Jumpstyle (Slowed) #edit #shorts - YouTube",Video / Streaming,10,4,Video / Streaming,heuristic
1780426030234,BEHAVIORAL_UPDATE,youtube.com,Even God admitted he could have been a better father...｜Lucifer #shorts #shortvideo #short #foryou - YouTube,,,,Unclassified,Local LLM unavailable — heuristic used
1780426024046,SESSION_END,youtube.com,"""HE IS LIKE HOUDINI"" | Mr. & Mrs. Smith | Heavenly Jumpstyle (Slowed) #edit #shorts - YouTube",Video / Streaming,10,24,Video / Streaming,heuristic
1780426050108,SESSION_END,youtube.com,Even God admitted he could have been a better father...｜Lucifer #shorts #shortvideo #short #foryou - YouTube,Video / Streaming,10,5,Video / Streaming,heuristic
1780426055703,LIVE_SNAPSHOT,youtube.com,"1,000lb Collapsible Stool - YouTube",Video / Streaming,10,2,Video / Streaming,heuristic
1780426055703,SESSION_END,youtube.com,"1,000lb Collapsible Stool - YouTube",Video / Streaming,10,3,Video / Streaming,heuristic
1780426060233,BEHAVIORAL_UPDATE,youtube.com,「 LUCY 🔥 」- THE ROOKIE YOU STOLE MY LINE EDIT | THE ROOKIE #SHORTS #THEROOKIE #SHORT #EDIT - YouTube,,,,Unclassified,Local LLM unavailable — heuristic used
1780426074686,BEHAVIORAL_UPDATE,localhost,Cognitive-Aware Learning Tutor,,,,Unclassified,heuristic
1780426074686,BEHAVIORAL_UPDATE,stitch.withgoogle.com,Stitch - Design with AI,,,,Unclassified,heuristic
1780426074686,BEHAVIORAL_UPDATE,bing.com,gen ai website design - Search,,,,Unclassified,Local LLM unavailable — heuristic used
1780426074780,BEHAVIORAL_UPDATE,localhost,Cognitive-Aware Learning Tutor,,,,Unclassified,Local LLM unavailable — heuristic used
1780426074858,BEHAVIORAL_UPDATE,youtube.com,The Worst Phone Launch Of 2026! - YouTube,,,,Unclassified,Local LLM unavailable — heuristic used
1780426059098,LIVE_SNAPSHOT,youtube.com,"The Ice Gave Him a Fortune, but It Also Brought Killers #movie #actionmovie #film #crime - YouTube",Video / Streaming,10,29,Video / Streaming,heuristic
1780426090234,BEHAVIORAL_UPDATE,youtube.com,「 LUCY 🔥 」- THE ROOKIE YOU STOLE MY LINE EDIT | THE ROOKIE #SHORTS #THEROOKIE #SHORT #EDIT - YouTube,,,,Unclassified,Local LLM unavailable — heuristic used
1780426059098,SESSION_END,youtube.com,"The Ice Gave Him a Fortune, but It Also Brought Killers #movie #actionmovie #film #crime - YouTube",Video / Streaming,10,38,Video / Streaming,heuristic
1780426097282,SESSION_END,youtube.com,「 LUCY 🔥 」- THE ROOKIE YOU STOLE MY LINE EDIT | THE ROOKIE #SHORTS #THEROOKIE #SHORT #EDIT - YouTube,Video / Streaming,10,4,Video / Streaming,heuristic
1780426101447,SESSION_END,youtube.com,@Spotify we love you ❤️🤌🏼#offcampus #amazonprime #deandilaurentis #onthefloor - YouTube,Video / Streaming,10,2,Video / Streaming,heuristic
1780426103775,SESSION_END,youtube.com,Tom Cruise's plan went wrong 🥶 | Papaoutai (Afro Soul) (slowed) - YouTube,Video / Streaming,10,8,Video / Streaming,heuristic
1780426112430,LIVE_SNAPSHOT,youtube.com,"""I'm only vulnerable when I'm close to you..."" Lucifer finally told her.｜Lucifer#shorts #short - YouTube",Video / Streaming,10,5,Video / Streaming,heuristic
1780426120234,BEHAVIORAL_UPDATE,youtube.com,"""INDIA Lift The World Cup 🏆 🔥"" - 'MS Dhoni Movie' Edit | EL CONTROL (slowed & slowed) - YouTube",,,,Unclassified,Local LLM unavailable — heuristic used
1780426134679,BEHAVIORAL_UPDATE,stitch.withgoogle.com,Stitch - Design with AI,,,,Unclassified,heuristic
1780426134679,BEHAVIORAL_UPDATE,localhost,Cognitive-Aware Learning Tutor,,,,Unclassified,heuristic
1780426134679,BEHAVIORAL_UPDATE,bing.com,gen ai website design - Search,,,,Unclassified,Local LLM unavailable — heuristic used
1780426134687,BEHAVIORAL_UPDATE,youtube.com,The Worst Phone Launch Of 2026! - YouTube,,,,Unclassified,Local LLM unavailable — heuristic used
1780426134775,BEHAVIORAL_UPDATE,localhost,Cognitive-Aware Learning Tutor,,,,Unclassified,Local LLM unavailable — heuristic used
1780426112430,LIVE_SNAPSHOT,youtube.com,"""I'm only vulnerable when I'm close to you..."" Lucifer finally told her.｜Lucifer#shorts #short - YouTube",Video / Streaming,10,35,Video / Streaming,heuristic
1780426150235,BEHAVIORAL_UPDATE,youtube.com,"""INDIA Lift The World Cup 🏆 🔥"" - 'MS Dhoni Movie' Edit | EL CONTROL (slowed & slowed) - YouTube",,,,Unclassified,Local LLM unavailable — heuristic used
1780426112430,SESSION_END,youtube.com,"""I'm only vulnerable when I'm close to you..."" Lucifer finally told her.｜Lucifer#shorts #short - YouTube",Video / Streaming,10,55,Video / Streaming,heuristic
1780426167263,SESSION_END,youtube.com,"""INDIA Lift The World Cup 🏆 🔥"" - 'MS Dhoni Movie' Edit | EL CONTROL (slowed & slowed) - YouTube",Video / Streaming,10,3,Video / Streaming,heuristic
1780426170050,SESSION_END,youtube.com,23 May 2026 - YouTube,Video / Streaming,10,5,Video / Streaming,heuristic
1780426175670,SESSION_END,youtube.com,"""Meemaw Gave George a Fake Barbecue Recipe""☠️🔥 |young sheldon| rather be#Trending #Shorts - YouTube",Video / Streaming,10,2,Video / Streaming,heuristic
1780426177485,LIVE_SNAPSHOT,youtube.com,The clever man's victory in the king's test 😏 #shorts - YouTube,Video / Streaming,10,0,Video / Streaming,heuristic
1780426180234,BEHAVIORAL_UPDATE,youtube.com,#thalapathy - YouTube,,,,Unclassified,Local LLM unavailable — heuristic used
1780426177485,SESSION_END,youtube.com,The clever man's victory in the king's test 😏 #shorts - YouTube,Video / Streaming,10,4,Video / Streaming,heuristic
1780426181318,SESSION_END,youtube.com,#thalapathy - YouTube,Video / Streaming,10,2,Video / Streaming,heuristic
1780426183284,SESSION_END,youtube.com,3 Teenagers Who Challenged The System #PeekTV #News #CBSE #Education #Hacking #OSM #Shorts - YouTube,Video / Streaming,10,5,Video / Streaming,heuristic
1780426188274,SESSION_END,youtube.com,GROCK NEEDS TO STOP 😭. #mlbballstar #mlbbcreator #mlbbmemes - YouTube,Video / Streaming,10,2,Video / Streaming,heuristic
1780426191892,SESSION_END,youtube.com,A Poor Boy Becomes Rich Overnight - YouTube,Video / Streaming,10,2,Video / Streaming,heuristic
1780426194686,BEHAVIORAL_UPDATE,localhost,Cognitive-Aware Learning Tutor,,,,Unclassified,heuristic
1780426194686,BEHAVIORAL_UPDATE,stitch.withgoogle.com,Stitch - Design with AI,,,,Unclassified,heuristic
1780426194687,BEHAVIORAL_UPDATE,bing.com,gen ai website design - Search,,,,Unclassified,Local LLM unavailable — heuristic used
1780426194793,BEHAVIORAL_UPDATE,localhost,Cognitive-Aware Learning Tutor,,,,Unclassified,Local LLM unavailable — heuristic used
1780426194876,BEHAVIORAL_UPDATE,youtube.com,The Worst Phone Launch Of 2026! - YouTube,,,,Unclassified,Local LLM unavailable — heuristic used
1780426193744,SESSION_END,youtube.com,Sukuna Is Coming To Kill You 😈 Choose One To Save You! #shorts - YouTube,Video / Streaming,10,2,Video / Streaming,heuristic
1780426196283,SESSION_END,youtube.com,"My Greatest Creation, Is You | Ironman Edit | Ravyn Lenae - Love Me Not - YouTube",Video / Streaming,10,6,Video / Streaming,heuristic
1780426202656,LIVE_SNAPSHOT,youtube.com,Wow 😂 #car #girl #success - YouTube,Video / Streaming,10,5,Video / Streaming,heuristic
1780426210234,BEHAVIORAL_UPDATE,youtube.com,Bro was brutally USD 💀 #usa - YouTube,,,,Unclassified,Local LLM unavailable — heuristic used
1780426202656,SESSION_END,youtube.com,Wow 😂 #car #girl #success - YouTube,Video / Streaming,10,24,Video / Streaming,heuristic
1780426226424,SESSION_END,youtube.com,Bro was brutally USD 💀 #usa - YouTube,Video / Streaming,10,3,Video / Streaming,heuristic
1780426230726,LIVE_SNAPSHOT,youtube.com,They never know how high you can fly 💹 #alphablogger #duet #motivation #alphaboysschool #alphaboys - YouTube,Video / Streaming,10,7,Video / Streaming,heuristic
1780426240234,BEHAVIORAL_UPDATE,youtube.com,Chicken Bacon Alfredo Lasagna 🤤🔥 - YouTube,,,,Unclassified,Local LLM unavailable — heuristic used
1780426230726,SESSION_END,youtube.com,They never know how high you can fly 💹 #alphablogger #duet #motivation #alphaboysschool #alphaboys - YouTube,Video / Streaming,10,23,Video / Streaming,heuristic
1780426254688,BEHAVIORAL_UPDATE,localhost,Cognitive-Aware Learning Tutor,,,,Unclassified,heuristic
1780426254688,BEHAVIORAL_UPDATE,stitch.withgoogle.com,Stitch - Design with AI,,,,Unclassified,heuristic
